"","acao","desp_paga","dot_atu","PLOA","Custeio","Dívida","Investimento","Pessoal","Direta","Transferencia","Fontes de Emissão","Fontes próprias","Fontes Tesouro","orgao_valor_1","orgao_valor_2","orgao_valor_3","orgao_valor_4","orgao_valor_5","orgao_valor_6","tituloacao","gnd_predominante","textoacao","2021","2020","2019","2018","2017","2016"
"354","13X7",88717150.02,105653795,43300000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__43300000",NA,NA,NA,NA,NA,"Adequação de Trecho Rodoviário - Divisa PE/BA (Ibó) - Feira de Santana - na BR-116/BA","Investimento","ADEQUACAO DE TRECHO RODOVIARIO - DIVISA PE/BA (IBO) - FEIRA DE SANTANA - NA BR-116/BA",43300000,50200000,6e+07,18002874,22770000,3e+07
"355","13XG",0,14531190,16400000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__16400000",NA,NA,NA,NA,NA,"Construção de Trecho Rodoviário - Divisa BA/MG (Salto da Divisa) - Entroncamento MG-406 (Almenara) - na BR-367/MG","Investimento","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA BA/MG (SALTO DA DIVISA) - ENTRONCAMENTO MG-406 (ALMENARA) - NA BR-367/MG",16400000,NA,NA,NA,NA,5e+05
"356","13YK",0,1.5e+07,1e+07,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__1e+07",NA,NA,NA,NA,NA,"Construção de Trecho Rodoviário - Laranjal do Jari - Entroncamento BR-210/AP-030 - na BR-156/AP","Investimento","CONSTRUCAO DE TRECHO RODOVIARIO - LARANJAL DO JARI - ENTRONCAMENTO BR-210/AP-030 - NA BR-156/AP",1e+07,NA,NA,900144,NA,5e+05
"357","13ZW",0,1488596,1321000,0,0,1,0,1,0,0,1,0,"16000 - Justiça do Distrito Federal e dos Territórios__1321000",NA,NA,NA,NA,NA,"Construção do Complexo de Armazenamento do TJDFT","Investimento","CONSTRUCAO DO COMPLEXO DE ARMAZENAMENTO DO TJDFT",1321000,4e+05,7187000,12750000,5e+05,5e+05
"358","140R",64217.66,390000,250000,0,0,1,0,1,0,0,0,1,"15000 - Justiça do Trabalho__250000",NA,NA,NA,NA,NA,"Construção do Edifício-Sede da Vara do Trabalho de Alegrete - RS","Investimento","CONSTRUCAO DO EDIFICIO-SEDE DA VARA DO TRABALHO DE ALEGRETE - RS",250000,3e+05,NA,2e+05,1800000,1060000
"359","140X",107012.05,477267,423546,1,0,0,0,1,0,0.820505919073725,0,0.179494080926275,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__347522","53000 - Ministério do Desenvolvimento Regional__76024",NA,NA,NA,NA,"Regularização Ambiental e Fundiária de Projetos Públicos de Irrigação","Custeio","REGULARIZACAO AMBIENTAL E FUNDIARIA DE PROJETOS PUBLICOS DE IRRIGACAO",423546,550000,6e+05,8e+05,850000,1400000
"360","1418",560666.52,24072543,30900000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__30900000",NA,NA,NA,NA,NA,"Construção de Trecho Rodoviário - Ferreira Gomes - Oiapoque (Fronteira com a Guiana Francesa) - na BR-156/AP","Investimento","CONSTRUCAO DE TRECHO RODOVIARIO - FERREIRA GOMES - OIAPOQUE (FRONTEIRA COM A GUIANA FRANCESA) - NA BR-156/AP",30900000,1e+06,2e+07,3600575,12300000,5e+05
"361","147F",12671531.602396,28387259,75778023,0.233308514791947,0,0.766691485208053,0,1,0,0.0528631368490571,0,0.947136863150943,"52000 - Ministério da Defesa__71772159","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__4005864",NA,NA,NA,NA,"Implantação de Sistema de Defesa Cibernética para a Defesa Nacional","Investimento","IMPLANTACAO DE SISTEMA DE DEFESA CIBERNETICA PARA A DEFESA NACIONAL",75778023,26140581,31720763,32300000,37157000,4.1e+07
"362","147S",216338.64,229555,213994,1,0,0,0,1,0,0.823284764993411,0,0.176715235006589,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__176178","22000 - Ministério da Agricultura, Pecuária e Abastecimento__37816",NA,NA,NA,NA,"Ampliação da Rede Nacional de Monitoramento Meteorológico","Custeio","AMPLIACAO DA REDE NACIONAL DE MONITORAMENTO METEOROLOGICO",213994,5e+05,5e+05,8e+05,9e+05,2557670
"363","148D",163317.55,2283204,7588123,0.116396505433557,0,0.883603494566443,0,1,0,0.0581981868243306,0,0.941801813175669,"25000 - Ministério da Economia__7146508","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__441615",NA,NA,NA,NA,"Desenvolvimento e implantação do novo Sistema de Controle de Atividades Financeiras - SISCOAF II","Investimento","DESENVOLVIMENTO E IMPLANTACAO DO NOVO SISTEMA DE CONTROLE DE ATIVIDADES FINANCEIRAS - SISCOAF II",7588123,2530000,1765000,2500000,2500000,2333000
"364","1490",65108228,106208498,1.8e+07,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__1.8e+07",NA,NA,NA,NA,NA,"Construção de Trecho Rodoviário - Divisa MT/PA - Santarém - na BR-163/PA","Investimento","CONSTRUCAO DE TRECHO RODOVIARIO - DIVISA MT/PA - SANTAREM - NA BR-163/PA",1.8e+07,7e+07,1.21e+08,126020115,1.1e+08,129500000
"365","14KV",0,0,5123632,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__5123632",NA,NA,NA,NA,NA,"Apoio a Implantação de Melhoramentos no Canal de Navegação da Hidrovia do Rio Tietê/SP","Investimento","APOIO A IMPLANTACAO DE MELHORAMENTOS NO CANAL DE NAVEGACAO DA HIDROVIA DO RIO TIETE/SP",5123632,10650000,2e+07,45007184,49677924,6.2e+07
"366","14LW",84877650.07,105093054,181722946,0.276764971661862,0,0.723235028338138,0,1,0,0.21872325908694,0,0.78127674091306,"52000 - Ministério da Defesa__141975911","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__39747035",NA,NA,NA,NA,"Implantação do Sistema de Defesa Estratégico ASTROS 2020","Investimento","IMPLANTACAO DO SISTEMA DE DEFESA ESTRATEGICO ASTROS 2020",181722946,155923267,155723267,188477439,1.22e+08,70360000
"367","14ML",34387394.896795,33752481,2.5e+07,0,0,1,0,1,0,0,0,1,"52000 - Ministério da Defesa__2.5e+07",NA,NA,NA,NA,NA,"Reconstrução da Estação Antártica Comandante Ferraz","Investimento","RECONSTRUCAO DA ESTACAO ANTARTICA COMANDANTE FERRAZ",2.5e+07,16050000,25900000,182294724,128010046,137500000
"368","14MM",0,0,1e+06,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__1e+06",NA,NA,NA,NA,NA,"Implantação do Plano de Recuperação de Áreas Degradadas na Malha Ferroviária","Investimento","IMPLANTACAO DO PLANO DE RECUPERACAO DE AREAS DEGRADADAS NA MALHA FERROVIARIA",1e+06,1e+06,NA,NA,NA,6e+05
"369","14PC",66838549.82,90059371,57200000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__57200000",NA,NA,NA,NA,NA,"Construção da Segunda Ponte sobre o Rio Guaíba e Acessos - na BR-116/290/RS","Investimento","CONSTRUCAO DA SEGUNDA PONTE SOBRE O RIO GUAIBA E ACESSOS - NA BR-116/290/RS",57200000,9e+07,6e+07,54008621,2.55e+08,112700000
"370","14PU",0,8100000,5e+05,0,0,1,0,1,0,0,0,1,"11000 - Superior Tribunal de Justiça__5e+05",NA,NA,NA,NA,NA,"Construção do Bloco G da Sede do STJ","Investimento","CONSTRUCAO DO BLOCO G DA SEDE DO STJ",5e+05,8100000,5800000,15000,15000,1e+05
"371","14RL",0,76697069.9999999,3390000,0,0,1,0,0,1,0,0,1,"53000 - Ministério do Desenvolvimento Regional__3390000",NA,NA,NA,NA,NA,"Realização de Estudos, Projetos e Obras para Contenção ou Amortecimento de Cheias e Inundações e para Contenção de Erosões Marinhas e Fluviais","Investimento","REALIZACAO DE ESTUDOS, PROJETOS E OBRAS PARA CONTENCAO OU AMORTECIMENTO DE CHEIAS E INUNDACOES E PARA CONTENCAO DE EROSOES MARINHAS E FLUVIAIS",3390000,63500000,22126948,5e+05,6e+06,58712417
"372","14RP",15486018.31,60437420,32390000,0,0,1,0,0.895338067304724,0.104661932695276,0,0.00617474529175671,0.993825254708243,"53000 - Ministério do Desenvolvimento Regional__32390000",NA,NA,NA,NA,NA,"Reabilitação de Barragens e de Outras Infraestruturas Hídricas","Investimento","REABILITACAO DE BARRAGENS E DE OUTRAS INFRAESTRUTURAS HIDRICAS",32390000,82150000,32840000,55260687,3290000,30800000
"373","14T0",1086949817.93925,926401772,1599999817,0.00477176117077018,0,0.99522823882923,0,1,0,0.00312647598259069,0,0.996873524017409,"52000 - Ministério da Defesa__1594997456","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__5002361",NA,NA,NA,NA,"Aquisição de Aeronaves de Caça e Sistemas Afins - Projeto FX-2","Investimento","AQUISICAO DE AERONAVES DE CACA E SISTEMAS AFINS - PROJETO FX-2",1599999817,951370000,1357511151,1050133500,1567013470,1.533e+09
"374","14T4",192190764.732786,323390552,439999002,0.0782839502895054,0,0.921716049710495,0,1,0,0.0618666494157184,0,0.938133350584282,"52000 - Ministério da Defesa__412777738","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__27221264",NA,NA,NA,NA,"Implantação do Projeto Guarani","Investimento","IMPLANTACAO DO PROJETO GUARANI",439999002,364784998,4.13e+08,2.87e+08,3.32e+08,190240000
"375","14T5",141024257.145743,248036265,448497637,0.226535550286522,0,0.773464449713477,0,1,0,0.143786251431242,0,0.856213748568758,"52000 - Ministério da Defesa__384009843","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__64487794",NA,NA,NA,NA,"Implantação do Sistema Integrado de Monitoramento de Fronteiras - SISFRON","Investimento","IMPLANTACAO DO SISTEMA INTEGRADO DE MONITORAMENTO DE FRONTEIRAS - SISFRON",448497637,257430199,2.83e+08,3.31e+08,3.4e+08,1.85e+08
"376","14T6",2330419.56,4518322,3499995,0.0599986571409388,0,0.940001342859061,0,1,0,0.0474157820225457,0,0.952584217977454,"52000 - Ministério da Defesa__3334040","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__165955",NA,NA,NA,NA,"Implantação do Programa Estratégico de Proteção da Sociedade (PROTEGER)","Investimento","IMPLANTACAO DO PROGRAMA ESTRATEGICO DE PROTECAO DA SOCIEDADE (PROTEGER)",3499995,4642204,4642204,1e+07,1.2e+07,11600000
"377","14T7",77697309.875775,134953342,299999999,0.103333333677778,0,0.896666666322222,0,1,0,0,0,1,"52000 - Ministério da Defesa__299999999",NA,NA,NA,NA,NA,"Tecnologia Nuclear da Marinha","Investimento","TECNOLOGIA NUCLEAR DA MARINHA",299999999,142999998,3.15e+08,353333334,2.5e+08,2.5e+08
"378","14TH",0,0,4.8e+07,0,0,1,0,1,0,0,1,0,"52000 - Ministério da Defesa__4.8e+07",NA,NA,NA,NA,NA,"Implantação e Modernização de Sistemas Bélicos e Equipamentos","Investimento","IMPLANTACAO E MODERNIZACAO DE SISTEMAS BELICOS E EQUIPAMENTOS",4.8e+07,NA,2.9e+07,2.5e+07,2e+07,26500000
"379","14TJ",0,0,5e+06,0,0,1,0,0,1,0,0,1,"54000 - Ministério do Turismo__5e+06",NA,NA,NA,NA,NA,"Participação da União na Implementação do Programa Nacional de Desenvolvimento e Estruturação do Turismo- PRODETUR","Investimento","PARTICIPACAO DA UNIAO NA IMPLEMENTACAO DO PROGRAMA NACIONAL DE DESENVOLVIMENTO E ESTRUTURACAO DO TURISMO- PRODETUR",5e+06,9740321,11585552,14900000,16203377,16883000
"380","14TL",4707375.86,4707376,16500000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__16500000",NA,NA,NA,NA,NA,"Adequação de Linha Férrea em Juiz de Fora - EF-040/MG","Investimento","ADEQUACAO DE LINHA FERREA EM JUIZ DE FORA - EF-040/MG",16500000,1.1e+07,7e+06,12602012,NA,3e+06
"381","14TP",1168090.89,9e+06,16340000,0,0,1,0,0,1,0,0,1,"55000 - Ministério da Cidadania__16340000",NA,NA,NA,NA,NA,"Implantação de Infraestrutura Esportiva de Alto Rendimento","Investimento","IMPLANTACAO DE INFRAESTRUTURA ESPORTIVA DE ALTO RENDIMENTO",16340000,9e+06,3.5e+07,2e+07,60440177,1500000
"382","14U2",102140.86,44721144,15017035,0.33408958559396,0,0.665910414406039,0,0.733635834237584,0.266364165762416,0.106433260627015,0,0.893566739372985,"54000 - Ministério do Turismo__13418723","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1598312",NA,NA,NA,NA,"Implantação, Instalação e Modernização de Espaços e Equipamentos Culturais","Investimento","IMPLANTACAO, INSTALACAO E MODERNIZACAO DE ESPACOS E EQUIPAMENTOS CULTURAIS",15017035,10087000,9086875,8067041,37537840,25966840
"383","14UB",31927372.74,126481876,32885007,0.0633723447284047,0,0.936627655271595,0,1,0,0,0.872282222716267,0.127717777283733,"39000 - Ministério da Infraestrutura__32885007",NA,NA,NA,NA,NA,"Construção, Reforma e Reaparelhamento de Aeroportos e Aeródromos de Interesse Regional","Investimento","CONSTRUCAO, REFORMA E REAPARELHAMENTO DE AEROPORTOS E AERODROMOS DE INTERESSE REGIONAL",32885007,155500000,202400000,222118644,3e+08,1e+08
"384","14UF",0,6489236,1590233,0,0,1,0,0,1,0,0,1,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__1590233",NA,NA,NA,NA,NA,"Construção, Reforma, Equipagem e Ampliação de Unidades de Atendimento Socioeducativo","Investimento","CONSTRUCAO, REFORMA, EQUIPAGEM E AMPLIACAO DE UNIDADES DE ATENDIMENTO SOCIOEDUCATIVO",1590233,450000,NA,3400000,22369289,19563976
"385","14UM",0,0,521905,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__521905",NA,NA,NA,NA,NA,"Reforma do Edifício-Sede II da Seção Judiciária do Distrito Federal - DF","Investimento","REFORMA DO EDIFICIO-SEDE II DA SECAO JUDICIARIA DO DISTRITO FEDERAL - DF",521905,5e+05,1e+06,1600000,7e+05,1e+06
"386","14UO",1193356.31,4335216,3500000,0,0,1,0,1,0,0,0,1,"36000 - Ministério da Saúde__3500000",NA,NA,NA,NA,NA,"Implantação de Centros de Desenvolvimento Tecnológico e de Produção de Insumos para o SUS","Investimento","IMPLANTACAO DE CENTROS DE DESENVOLVIMENTO TECNOLOGICO E DE PRODUCAO DE INSUMOS PARA O SUS",3500000,1.5e+07,1.5e+07,18140000,22800000,3.2e+07
"387","14UX",0,5038054,2519027,0.38120750591399,0,0.61879249408601,0,1,0,0.312783467584905,0,0.687216532415095,"53000 - Ministério do Desenvolvimento Regional__1731117","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__787910",NA,NA,NA,NA,"Aperfeiçoamento, Modernização e Ampliação das Ações do Centro Nacional de Gerenciamento de Riscos e Desastres – Cenad","Investimento","APERFEICOAMENTO, MODERNIZACAO E AMPLIACAO DAS ACOES DO CENTRO NACIONAL DE GERENCIAMENTO DE RISCOS E DESASTRES - CENAD",2519027,5548132,9810000,8e+06,6e+06,NA
"388","14VI",16045986.27,95549111,53722917,0,0,1,0,0.192430299345063,0.807569700654936,0,0,1,"53000 - Ministério do Desenvolvimento Regional__53722917",NA,NA,NA,NA,NA,"Implantação de Infraestruturas para Segurança Hídrica","Investimento","IMPLANTACAO DE INFRAESTRUTURAS PARA SEGURANCA HIDRICA",53722917,57722132,10130214,5e+07,7930000,9.2e+07
"389","14X0",0,1e+05,4900000,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__4900000",NA,NA,NA,NA,NA,"Adequação de Trecho Rodoviário - Entroncamento BR-232 (São Caetano) - Entroncamento BR-424/PE-218 (Garanhuns) - na BR-423/PE","Investimento","ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO BR-232 (SAO CAETANO) - ENTRONCAMENTO BR-424/PE-218 (GARANHUNS) - NA BR-423/PE",4900000,NA,NA,900144,NA,5e+05
"390","14X6",6537029.16,11259643,2226310,0,0,1,0,1,0,0,0,1,"39000 - Ministério da Infraestrutura__2226310",NA,NA,NA,NA,NA,"Recuperação de Áreas Degradadas - Ferrovias Federais","Investimento","RECUPERACAO DE AREAS DEGRADADAS - FERROVIAS FEDERAIS",2226310,17020000,21400000,22503592,48388989,6.5e+07
"391","14XJ",571954133.676997,601130964,226966301,0.0660891063294899,0,0.93391089367051,0,1,0,0,0,1,"52000 - Ministério da Defesa__226966301",NA,NA,NA,NA,NA,"Aquisição de Cargueiro Tático Militar de 10 a 20 Toneladas - Projeto KC-390","Investimento","AQUISICAO DE CARGUEIRO TATICO MILITAR DE 10 A 20 TONELADAS - PROJETO KC-390",226966301,622200000,7.5e+08,364966500,2e+08,1e+06
"392","14XS",66305.75,62473075,1091716,0.0457994570016378,0,0.954200542998362,0,1,0,0.0262385089162383,0,0.973761491083762,"81000 - Ministério da Mulher, da Família e dos Direitos Humanos__1063071","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__28645",NA,NA,NA,NA,"Implementação da Casa da Mulher Brasileira e de Centros de Atendimento às Mulheres","Investimento","IMPLEMENTACAO DA CASA DA MULHER BRASILEIRA E DE CENTROS DE ATENDIMENTO AS MULHERES",1091716,2e+06,1932900,1750000,9e+06,16400000
"393","14XT",8e+06,8e+06,8e+06,1,0,0,0,0,1,0.605488875,0,0.394511125,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__4843911","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__3156089",NA,NA,NA,NA,"Expansão das Instalações Física e Laboratorial do LNNano, por Organização Social (Lei nº 9.637, de 15 de maio de 1998)","Custeio","EXPANSAO DAS INSTALACOES FISICA E LABORATORIAL DO LNNANO, POR ORGANIZACAO SOCIAL (LEI N. 9.637, DE 15 DE MAIO DE 1998)",8e+06,8985674,8985674,8985674,15129175,8446100
"394","14XU",7092.99999999999,12440910,2500000,0,0,1,0,1,0,0,0,1,"53000 - Ministério do Desenvolvimento Regional__2500000",NA,NA,NA,NA,NA,"Estudos e Projetos para Implantação de Projetos Públicos de Irrigação","Investimento","ESTUDOS E PROJETOS PARA IMPLANTACAO DE PROJETOS PUBLICOS DE IRRIGACAO",2500000,15825000,NA,NA,4218790,1e+05
"395","14YI",0,0,2e+05,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__2e+05",NA,NA,NA,NA,NA,"Construção do Edifício-Sede da Justiça Federal em Juína - MT","Investimento","CONSTRUCAO DO EDIFICIO-SEDE DA JUSTICA FEDERAL EM JUINA - MT",2e+05,NA,1500000,NA,659802,NA
"396","14YL",188151.6,283272,2e+06,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__2e+06",NA,NA,NA,NA,NA,"Reforma do Complexo de Imóveis da Seção Judiciária de Salvador - BA","Investimento","REFORMA DO COMPLEXO DE IMOVEIS DA SECAO JUDICIARIA DE SALVADOR - BA",2e+06,5e+05,1500000,1e+06,1e+06,1e+06
"397","14YN",65166.68,163019,223073,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__223073",NA,NA,NA,NA,NA,"Reforma do Fórum Federal Cível de São Paulo - SP","Investimento","REFORMA DO FORUM FEDERAL CIVEL DE SAO PAULO - SP",223073,270000,1220000,7e+05,1180000,1750000
"398","14YO",12693.43,59674,507000,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__507000",NA,NA,NA,NA,NA,"Reforma da Sede Administrativa da Justiça Federal de São Paulo - SP","Investimento","REFORMA DA SEDE ADMINISTRATIVA DA JUSTICA FEDERAL DE SAO PAULO - SP",507000,85000,1500000,3655000,3870000,2e+06
"399","14YQ",752900.88,14344000,5e+06,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__5e+06",NA,NA,NA,NA,NA,"Reforma do Edifício-Sede e Anexos do TRF da 2ª Região - RJ","Investimento","REFORMA DO EDIFICIO-SEDE E ANEXOS DO TRF DA 2. REGIAO - RJ",5e+06,5500000,6e+06,12715324,5e+06,8211618
"400","151S",511955.076111,43675826,3908071,0.541644714233697,0,0.458355285766303,0,1,0,0.428053635668339,0,0.571946364331661,"52000 - Ministério da Defesa__2235207","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1672864",NA,NA,NA,NA,"Implantação do Programa Estratégico de Sistemas Espaciais","Custeio","IMPLANTACAO DO PROGRAMA ESTRATEGICO DE SISTEMAS ESPACIAIS",3908071,2580090,7105965,10600000,1200000,2e+06
"401","151W",3376029.03,4726175,5500000,0.358181818181818,0,0.641818181818182,0,1,0,0,0,1,"12000 - Justiça Federal__5500000",NA,NA,NA,NA,NA,"Desenvolvimento e Implantação do Sistema Processo Judicial Eletrônico na Justiça Federal - PJe","Investimento","DESENVOLVIMENTO E IMPLANTACAO DO SISTEMA PROCESSO JUDICIAL ELETRONICO NA JUSTICA FEDERAL - PJE",5500000,5e+06,5020590,6647427,6404072,1e+06
"402","152D",539871695.21,604489031,3.04e+08,0,0,1,0,1,0,0,0,1,"53000 - Ministério do Desenvolvimento Regional__3.04e+08",NA,NA,NA,NA,NA,"Construção do Sistema Adutor Ramal do Agreste Pernambucano","Investimento","CONSTRUCAO DO SISTEMA ADUTOR RAMAL DO AGRESTE PERNAMBUCANO",3.04e+08,304200000,261100000,150529731,69687796,41800000
"403","152W",83418.48,4443573,2127176,0.670925207881247,0,0.329074792118753,0,1,0,0,0.329074792118753,0.670925207881247,"25000 - Ministério da Economia__2127176",NA,NA,NA,NA,NA,"Adequação e Modernização dos Imóveis de Uso Especial da Administração Pública Federal","Custeio","ADEQUACAO E MODERNIZACAO DOS IMOVEIS DE USO ESPECIAL DA ADMINISTRACAO PUBLICA FEDERAL",2127176,6e+06,5643935,5e+07,91400000,4.3e+07
"404","152X",0,4835534,1e+05,0,0,1,0,1,0,0,0,1,"26000 - Ministério da Educação__1e+05",NA,NA,NA,NA,NA,"Ampliação e Reestruturação de Instituições Militares de Ensino Superior","Investimento","AMPLIACAO E REESTRUTURACAO DE INSTITUICOES MILITARES DE ENSINO SUPERIOR",1e+05,5e+06,NA,NA,2e+07,2e+07
"405","153C",625760,730205,572538,0,0,1,0,1,0,0,0,1,"12000 - Justiça Federal__572538",NA,NA,NA,NA,NA,"Construção de Galpão para Arquivo e Depósito Judicial para a Justiça Federal em Brasília - DF","Investimento","CONSTRUCAO DE GALPAO PARA ARQUIVO E DEPOSITO JUDICIAL PARA A JUSTICA FEDERAL EM BRASILIA - DF",572538,1060000,NA,NA,150000,NA
"406","153H",25781.47,478247,4812115,0,0,1,0,1,0,0,0,1,"14000 - Justiça Eleitoral__4812115",NA,NA,NA,NA,NA,"Reforma do Edifício-Sede do Tribunal Regional Eleitoral da Bahia - BA","Investimento","REFORMA DO EDIFICIO-SEDE DO TRIBUNAL REGIONAL ELEITORAL DA BAHIA - BA",4812115,4478247,1e+06,1100000,2224820,1700000
"407","153V",22743454.98,24105520,2e+06,1,0,0,0,1,0,0,0,1,"25000 - Ministério da Economia__2e+06",NA,NA,NA,NA,NA,"Desenvolvimento do Portal Único de Comércio Exterior","Custeio","DESENVOLVIMENTO DO PORTAL UNICO DE COMERCIO EXTERIOR",2e+06,24311201,36950000,50024000,4600000,2.9e+07
"408","153X",372670.73,1583927,1200000,0,0,1,0,1,0,0,0,1,"25000 - Ministério da Economia__1200000",NA,NA,NA,NA,NA,"Construção de infraestrutura predial no Inmetro e nos órgãos que compõem a Rede Brasileira de Metrologia Legal e Qualidade - Inmetro","Investimento","CONSTRUCAO DE INFRAESTRUTURA PREDIAL NO INMETRO E NOS ORGAOS QUE COMPOEM A REDE BRASILEIRA DE METROLOGIA LEGAL E QUALIDADE - INMETRO",1200000,2400000,2e+06,7e+06,13280000,5e+06
